SaleID;DateKey;ProductKey;CustomerKey;StoreKey;PromotionKey;Quantity;Revenue;Cost;Margin
7521;2024-02-21;P027;C0884;S011;PR02;7;275;185,19;89,81
7522;2023-03-18;P001;C0492;S014;PR05;9;977;819,89;157,11
7523;2025-05-25;P085;C0869;S011;PR04;3;773;507,42;265,58
7524;2024-06-29;P059;C0814;S009;PR10;2;755;427,54;327,46
7525;2024-10-22;P010;C0080;S010;PR09;2;36;18,33;17,67
7526;2024-04-11;P095;C0619;S006;PR02;2;864;434,49;429,51
7527;2024-10-04;P025;C0812;S011;PR03;9;648;418,52;229,48
7528;2025-10-11;P084;C0915;S009;PR01;8;577;348,34;228,66
7529;2023-09-18;P057;C0305;S005;PR10;9;700;378,2;321,8
7530;2025-04-03;P066;C0510;S010;PR05;9;160;89,64;70,36
7531;2024-09-24;P015;C0344;S020;PR03;1;409;254,59;154,41
7532;2024-01-04;P028;C0570;S014;PR04;9;745;551,54;193,46
7533;2022-04-01;P013;C0091;S006;PR04;1;756;539,3;216,7
7534;2022-06-16;P014;C0647;S004;PR06;5;948;500,53;447,47
7535;2024-08-16;P066;C0862;S010;PR10;4;919;505,5;413,5
7536;2022-07-26;P034;C0169;S011;PR07;8;993;812,22;180,78
7537;2025-07-29;P099;C0334;S016;PR07;5;709;372,14;336,86
7538;2024-12-24;P025;C0634;S007;PR08;9;67;38,16;28,84
7539;2023-05-31;P054;C0236;S018;PR03;1;630;385,11;244,89
7540;2025-03-26;P079;C0399;S007;PR05;8;814;472,56;341,44
7541;2024-01-17;P012;C0588;S015;PR10;6;281;169,1;111,9
7542;2022-11-02;P009;C0821;S019;PR06;1;589;444,52;144,48
7543;2023-01-30;P031;C0477;S018;PR06;2;272;145,05;126,95
7544;2025-01-02;P078;C0535;S015;PR08;4;722;450,01;271,99
7545;2022-07-06;P093;C0845;S018;PR05;5;532;379,9;152,1
7546;2025-09-22;P053;C0585;S003;PR05;1;766;396,09;369,91
7547;2023-09-15;P043;C0088;S001;PR01;7;815;420,14;394,86
7548;2023-12-31;P038;C0615;S001;PR01;4;816;550,39;265,61
7549;2022-08-28;P042;C0606;S007;PR06;1;883;719,59;163,41
7550;2023-06-17;P072;C0961;S010;PR10;6;175;114,74;60,26
7551;2022-05-21;P048;C0828;S012;PR10;9;622;399,53;222,47
7552;2025-07-12;P067;C0778;S008;PR05;9;989;498,02;490,98
7553;2022-05-19;P066;C0253;S017;PR10;4;229;173,23;55,77
7554;2023-04-04;P016;C0358;S014;PR06;7;343;191,2;151,8
7555;2022-03-11;P083;C0058;S017;PR09;1;761;566,54;194,46
7556;2023-01-20;P094;C0943;S006;PR08;9;784;487,63;296,37
7557;2023-09-22;P016;C0399;S020;PR07;1;774;399,19;374,81
7558;2022-07-17;P031;C0521;S017;PR07;9;60;36,89;23,11
7559;2022-07-24;P058;C0525;S020;PR06;6;381;278,45;102,55
7560;2023-07-22;P028;C0919;S008;PR06;7;391;300,65;90,35
7561;2024-09-08;P004;C0417;S013;PR01;4;970;700,77;269,23
7562;2024-03-15;P010;C0393;S016;PR07;9;435;325,76;109,24
7563;2024-05-08;P051;C0643;S012;PR05;6;654;381,0;273,0
7564;2024-05-31;P018;C0222;S017;PR07;6;728;609,95;118,05
7565;2024-08-31;P047;C0329;S018;PR06;6;681;394,58;286,42
7566;2023-10-02;P032;C0372;S008;PR08;4;396;221,58;174,42
7567;2025-12-25;P030;C0511;S018;PR03;7;771;452,91;318,09
7568;2022-11-21;P036;C0153;S011;PR08;2;332;278,95;53,05
7569;2023-03-18;P009;C0893;S013;PR07;2;297;155,25;141,75
7570;2024-03-14;P036;C0879;S012;PR01;6;341;262,81;78,19
7571;2022-10-15;P029;C0984;S015;PR03;9;956;513,23;442,77
7572;2022-08-14;P016;C0480;S003;PR10;3;574;442,35;131,65
7573;2024-12-23;P092;C0583;S003;PR04;7;53;31,64;21,36
7574;2024-08-24;P021;C0932;S006;PR09;9;133;100,32;32,68
7575;2024-07-26;P064;C0857;S003;PR06;9;21;10,86;10,14
7576;2023-07-14;P066;C0020;S009;PR07;3;769;474,56;294,44
7577;2023-12-15;P059;C0593;S011;PR05;1;778;515,52;262,48
7578;2023-05-13;P099;C0950;S008;PR03;2;590;299,27;290,73
7579;2024-04-28;P028;C0228;S004;PR05;8;55;30,98;24,02
7580;2024-07-14;P055;C0346;S020;PR07;7;763;426,58;336,42
7581;2022-03-01;P100;C0019;S015;PR09;1;27;18,05;8,95
7582;2025-11-21;P031;C0444;S005;PR09;3;180;98,39;81,61
7583;2022-09-14;P033;C0677;S007;PR08;8;820;690,45;129,55
7584;2023-07-31;P087;C0368;S008;PR05;7;471;381,71;89,29
7585;2022-08-27;P060;C0899;S007;PR07;5;549;317,61;231,39
7586;2022-02-07;P041;C0619;S008;PR04;3;595;346,27;248,73
7587;2022-01-25;P081;C0889;S004;PR10;7;592;492,31;99,69
7588;2023-02-14;P046;C0860;S001;PR05;5;102;61,69;40,31
7589;2023-04-06;P049;C0726;S005;PR04;1;29;18,8;10,2
7590;2024-09-14;P065;C0751;S011;PR03;5;453;337,72;115,28
7591;2025-12-11;P042;C0147;S004;PR01;3;637;395,2;241,8
7592;2022-12-23;P023;C0693;S002;PR05;2;252;205,6;46,4
7593;2023-01-18;P027;C0504;S017;PR02;3;241;170,19;70,81
7594;2025-03-27;P089;C0430;S012;PR06;4;809;565,11;243,89
7595;2023-07-23;P032;C0848;S002;PR05;1;570;395,58;174,42
7596;2025-12-27;P083;C0440;S009;PR02;4;889;479,36;409,64
7597;2024-12-07;P088;C0198;S006;PR08;9;340;264,06;75,94
7598;2025-09-13;P003;C0997;S006;PR05;1;817;572,1;244,9
7599;2023-03-09;P060;C0287;S018;PR02;7;664;344,44;319,56
7600;2025-12-25;P076;C0565;S003;PR01;8;774;617,36;156,64
7601;2022-02-25;P099;C0369;S015;PR02;9;898;678,27;219,73
7602;2023-07-31;P079;C0240;S007;PR01;7;301;180,93;120,07
7603;2022-09-25;P017;C0802;S013;PR10;9;139;83,42;55,58
7604;2022-03-10;P032;C0287;S010;PR10;3;82;55,49;26,51
7605;2024-06-20;P007;C0700;S004;PR03;1;705;354,28;350,72
7606;2024-03-03;P083;C0395;S016;PR03;2;562;440,25;121,75
7607;2022-09-14;P071;C0996;S009;PR10;1;762;632,24;129,76
7608;2023-11-03;P069;C0518;S010;PR01;2;188;123,39;64,61
7609;2023-05-05;P058;C0795;S019;PR07;9;671;461,51;209,49
7610;2024-01-16;P040;C0775;S017;PR10;5;292;228,76;63,24
7611;2022-02-18;P085;C0561;S001;PR07;4;677;404,28;272,72
7612;2022-11-12;P048;C0864;S013;PR09;2;725;487,28;237,72
7613;2023-02-17;P051;C0712;S004;PR05;3;388;209,07;178,93
7614;2023-03-10;P057;C0060;S015;PR04;9;491;366,12;124,88
7615;2024-10-22;P071;C0545;S010;PR05;3;879;683,42;195,58
7616;2025-03-14;P037;C0303;S020;PR08;8;775;405,65;369,35
7617;2025-10-21;P087;C0244;S009;PR08;1;314;253,98;60,02
7618;2023-02-24;P075;C0684;S008;PR04;5;93;58,69;34,31
7619;2024-04-23;P074;C0207;S020;PR08;2;898;738,85;159,15
7620;2024-07-04;P085;C0375;S006;PR04;4;948;772,68;175,32
7621;2023-03-10;P055;C0283;S010;PR04;2;478;371,32;106,68
7622;2023-10-05;P041;C0478;S020;PR08;3;667;527,3;139,7
7623;2022-02-26;P097;C0022;S017;PR02;5;622;374,0;248,0
7624;2024-08-21;P020;C0559;S005;PR04;2;557;350,1;206,9
7625;2024-09-03;P033;C0349;S014;PR01;9;607;354,5;252,5
7626;2025-04-16;P040;C0489;S017;PR01;8;566;353,23;212,77
7627;2025-08-09;P099;C0944;S011;PR08;5;844;587,99;256,01
7628;2022-02-15;P034;C0670;S004;PR04;1;226;181,34;44,66
7629;2025-04-08;P062;C0258;S017;PR06;5;808;558,74;249,26
7630;2025-07-18;P100;C0655;S002;PR05;4;184;136,87;47,13
7631;2023-02-21;P091;C0047;S001;PR10;9;143;78,3;64,7
7632;2024-04-27;P019;C0027;S018;PR06;2;753;624,12;128,88
7633;2022-05-19;P043;C0967;S007;PR04;7;920;647,78;272,22
7634;2022-09-04;P069;C0027;S006;PR04;2;292;225,29;66,71
7635;2025-03-17;P063;C0981;S006;PR07;3;401;340,65;60,35
7636;2022-08-18;P093;C0397;S014;PR01;3;493;394,85;98,15
7637;2024-03-02;P010;C0951;S012;PR09;8;373;252,35;120,65
7638;2023-09-29;P013;C0145;S014;PR10;2;116;93,24;22,76
7639;2023-01-09;P093;C0587;S014;PR03;1;101;73,79;27,21
7640;2025-01-08;P005;C0699;S012;PR04;6;556;420,06;135,94
7641;2024-01-08;P058;C0522;S009;PR09;6;380;274,76;105,24
7642;2024-12-24;P059;C0121;S009;PR05;1;80;48,05;31,95
7643;2022-03-29;P076;C0801;S002;PR04;5;113;69,73;43,27
7644;2025-01-16;P059;C0462;S018;PR06;9;824;573,02;250,98
7645;2023-12-14;P077;C0677;S005;PR01;5;999;805,12;193,88
7646;2025-05-12;P086;C0382;S012;PR10;7;384;252,82;131,18
7647;2025-11-06;P015;C0776;S014;PR01;6;981;676,1;304,9
7648;2023-08-24;P077;C0673;S013;PR05;4;777;488,88;288,12
7649;2023-06-23;P001;C0903;S003;PR05;2;672;340,27;331,73
7650;2022-08-02;P038;C0418;S015;PR09;5;908;658,52;249,48
7651;2022-03-15;P053;C0327;S015;PR01;9;784;547,29;236,71
7652;2022-03-02;P052;C0391;S003;PR03;3;315;265,35;49,65
7653;2023-11-29;P001;C0297;S020;PR03;3;701;475,13;225,87
7654;2025-05-27;P011;C0630;S019;PR04;7;871;598,58;272,42
7655;2022-01-12;P058;C0996;S015;PR07;2;857;513,16;343,84
7656;2024-03-24;P040;C0823;S019;PR07;8;990;529,51;460,49
7657;2025-12-09;P086;C0775;S008;PR10;7;769;574,94;194,06
7658;2022-02-01;P099;C0084;S013;PR05;8;940;735,97;204,03
7659;2025-03-29;P060;C0146;S010;PR09;6;189;152,03;36,97
7660;2024-09-27;P044;C0171;S002;PR07;5;925;593,38;331,62
7661;2022-08-25;P006;C0334;S011;PR02;4;882;658,19;223,81
7662;2025-04-19;P028;C0424;S019;PR03;8;318;188,24;129,76
7663;2023-07-12;P031;C0309;S009;PR07;2;727;427,82;299,18
7664;2025-09-26;P008;C0526;S009;PR05;6;915;776,38;138,62
7665;2025-01-08;P005;C0661;S006;PR07;6;876;698,44;177,56
7666;2023-10-09;P054;C0881;S010;PR09;5;687;405,11;281,89
7667;2024-09-13;P017;C0763;S008;PR09;2;939;611,94;327,06
7668;2024-03-30;P038;C0569;S015;PR03;5;630;439,58;190,42
7669;2023-04-18;P009;C0347;S006;PR08;3;828;417,76;410,24
7670;2022-04-22;P074;C0302;S007;PR06;7;336;280,81;55,19
7671;2025-08-08;P084;C0922;S020;PR04;7;911;490,18;420,82
7672;2023-01-18;P078;C0347;S017;PR04;8;664;521,93;142,07
7673;2022-01-17;P014;C0408;S004;PR04;9;884;743,95;140,05
7674;2023-05-08;P026;C0133;S008;PR07;1;670;500,14;169,86
7675;2025-09-16;P093;C0682;S013;PR06;4;283;237,25;45,75
7676;2024-07-14;P062;C0614;S014;PR02;6;680;344,69;335,31
7677;2025-11-30;P091;C0988;S018;PR05;7;499;311,42;187,58
7678;2022-04-27;P025;C0106;S017;PR05;5;979;652,76;326,24
7679;2024-05-29;P080;C0171;S018;PR06;6;280;216,73;63,27
7680;2022-04-25;P036;C0640;S014;PR07;1;565;411,93;153,07
7681;2024-03-24;P098;C0250;S011;PR08;5;540;409,11;130,89
7682;2023-10-06;P080;C0544;S010;PR10;2;825;454,27;370,73
7683;2025-09-21;P033;C0728;S013;PR08;2;62;49,33;12,67
7684;2022-12-02;P003;C0262;S020;PR05;1;115;90,59;24,41
7685;2024-07-10;P087;C0842;S016;PR02;9;413;317,65;95,35
7686;2022-05-27;P011;C0494;S014;PR10;4;543;426,95;116,05
7687;2022-05-02;P058;C0244;S003;PR08;4;374;214,96;159,04
7688;2022-03-22;P064;C0451;S018;PR06;9;421;231,17;189,83
7689;2023-11-16;P018;C0903;S006;PR03;5;490;398,5;91,5
7690;2023-10-24;P047;C0797;S020;PR04;4;671;560,25;110,75
7691;2023-01-10;P044;C0290;S003;PR01;7;306;198,44;107,56
7692;2022-03-04;P093;C0263;S019;PR03;5;798;523,85;274,15
7693;2023-05-19;P059;C0849;S003;PR04;8;885;672,02;212,98
7694;2023-10-30;P050;C0845;S012;PR02;3;302;203,32;98,68
7695;2023-03-25;P069;C0314;S008;PR06;8;552;336,58;215,42
7696;2025-12-22;P088;C0085;S005;PR08;6;915;518,38;396,62
7697;2024-05-17;P029;C0415;S017;PR06;9;989;502,34;486,66
7698;2025-12-21;P093;C0329;S010;PR10;6;288;203,24;84,76
7699;2025-12-15;P090;C0045;S017;PR03;4;781;429,36;351,64
7700;2025-09-07;P067;C0815;S009;PR09;2;576;461,04;114,96
7701;2023-11-11;P002;C0333;S013;PR04;3;706;595,87;110,13
7702;2025-04-04;P025;C0465;S010;PR06;7;300;198,06;101,94
7703;2023-04-06;P019;C0200;S008;PR04;5;96;51,88;44,12
7704;2023-04-04;P040;C0201;S007;PR04;7;764;537,9;226,1
7705;2025-04-27;P002;C0329;S002;PR02;7;851;596,43;254,57
7706;2023-04-09;P083;C0680;S002;PR10;6;729;398,53;330,47
7707;2024-06-30;P065;C0240;S004;PR02;2;374;271,68;102,32
7708;2023-01-14;P062;C0884;S009;PR02;5;274;167,31;106,69
7709;2024-10-22;P091;C0798;S014;PR02;6;687;546,8;140,2
7710;2022-12-30;P054;C0702;S011;PR08;8;935;659,9;275,1
7711;2022-03-13;P045;C0583;S007;PR10;1;999;650,88;348,12
7712;2025-12-21;P049;C0657;S019;PR04;7;444;371,7;72,3
7713;2023-09-30;P099;C0359;S004;PR04;5;23;15,45;7,55
7714;2025-04-08;P069;C0998;S002;PR10;7;103;83,49;19,51
7715;2025-05-13;P038;C0901;S019;PR10;3;728;431,35;296,65
7716;2022-12-03;P004;C0721;S018;PR03;4;233;152,53;80,47
7717;2022-07-14;P017;C0360;S007;PR05;2;811;429,31;381,69
7718;2024-10-08;P053;C0378;S011;PR04;6;676;438,02;237,98
7719;2023-10-15;P085;C0385;S010;PR07;5;920;748,03;171,97
7720;2025-07-22;P053;C0720;S011;PR10;1;76;60,06;15,94
7721;2022-01-07;P031;C0465;S009;PR07;1;173;145,58;27,42
7722;2024-06-23;P022;C0222;S003;PR06;8;631;481,08;149,92
7723;2024-09-05;P011;C0799;S005;PR07;8;731;434,96;296,04
7724;2023-07-20;P034;C0675;S001;PR07;6;988;549,62;438,38
7725;2023-09-08;P015;C0365;S001;PR08;9;420;236,39;183,61
7726;2023-07-27;P010;C0072;S020;PR01;1;971;710,27;260,73
7727;2023-08-22;P096;C0240;S005;PR03;8;539;341,61;197,39
7728;2024-02-09;P053;C0504;S019;PR03;2;979;631,37;347,63
7729;2025-04-16;P048;C0414;S006;PR05;8;984;788,38;195,62
7730;2022-08-30;P031;C0127;S003;PR10;3;541;408,09;132,91
7731;2025-05-11;P037;C0487;S013;PR07;6;965;553,18;411,82
7732;2025-01-08;P028;C0597;S017;PR10;7;655;366,72;288,28
7733;2025-12-11;P031;C0527;S003;PR06;3;970;764,05;205,95
7734;2024-02-05;P070;C0248;S003;PR04;2;289;240,96;48,04
7735;2023-01-19;P014;C0482;S013;PR06;1;878;495,89;382,11
7736;2023-01-26;P087;C0312;S002;PR07;5;558;464,88;93,12
7737;2024-06-14;P016;C0444;S003;PR04;1;531;345,37;185,63
7738;2023-11-19;P025;C0283;S020;PR08;1;536;437,9;98,1
7739;2025-02-23;P039;C0002;S016;PR05;5;866;660,58;205,42
7740;2022-02-16;P066;C0074;S012;PR03;3;431;352,04;78,96
7741;2023-09-11;P038;C0064;S009;PR02;3;664;481,93;182,07
7742;2023-04-09;P041;C0773;S016;PR01;7;361;200,34;160,66
7743;2022-05-03;P098;C0347;S004;PR04;3;159;82,86;76,14
7744;2022-05-14;P040;C0324;S020;PR02;2;283;203,62;79,38
7745;2024-04-20;P064;C0239;S018;PR03;3;846;440,28;405,72
7746;2024-04-28;P089;C0397;S001;PR01;4;468;272,65;195,35
7747;2023-08-30;P100;C0337;S007;PR06;9;246;140,76;105,24
7748;2022-01-23;P016;C0341;S020;PR04;2;79;51,31;27,69
7749;2023-07-20;P082;C0279;S012;PR05;6;99;70,2;28,8
7750;2024-02-05;P077;C0353;S008;PR08;5;74;60,6;13,4
7751;2024-08-22;P059;C0946;S008;PR04;6;625;517,29;107,71
7752;2022-08-23;P091;C0892;S009;PR06;5;446;376,35;69,65
7753;2024-09-22;P098;C0463;S014;PR03;6;572;438,92;133,08
7754;2024-12-18;P011;C0462;S020;PR08;4;541;444,95;96,05
7755;2025-04-02;P001;C0713;S005;PR03;8;245;190,3;54,7
7756;2024-04-05;P013;C0293;S020;PR07;9;135;110,53;24,47
7757;2022-08-04;P030;C0798;S002;PR07;7;990;531,1;458,9
7758;2025-04-21;P069;C0733;S010;PR03;1;359;300,32;58,68
7759;2023-10-19;P018;C0407;S009;PR03;5;126;73,34;52,66
7760;2024-07-23;P078;C0162;S007;PR10;7;538;376,04;161,96
7761;2025-01-18;P013;C0503;S018;PR10;5;552;375,85;176,15
7762;2022-11-07;P032;C0448;S012;PR08;5;783;546,19;236,81
7763;2023-07-11;P071;C0695;S011;PR03;5;350;261,0;89,0
7764;2024-08-29;P072;C0455;S010;PR02;5;120;82,66;37,34
7765;2022-09-14;P050;C0885;S013;PR05;5;234;173,41;60,59
7766;2023-06-17;P071;C0265;S009;PR07;1;575;395,05;179,95
7767;2022-02-21;P080;C0132;S016;PR08;6;242;122,02;119,98
7768;2025-09-23;P031;C0834;S017;PR01;6;229;164,78;64,22
7769;2025-04-09;P051;C0120;S005;PR02;8;363;252,04;110,96
7770;2024-12-26;P027;C0892;S006;PR07;5;745;525,26;219,74
7771;2022-10-27;P060;C0219;S010;PR09;2;824;412,45;411,55
7772;2023-11-03;P033;C0417;S011;PR03;7;770;511,33;258,67
7773;2024-02-17;P053;C0672;S002;PR08;1;447;360,39;86,61
7774;2024-04-11;P093;C0505;S007;PR10;5;84;51,78;32,22
7775;2022-08-20;P072;C0300;S014;PR03;5;273;179,01;93,99
7776;2024-09-01;P033;C0109;S004;PR04;3;901;489,11;411,89
7777;2024-12-27;P041;C0238;S005;PR02;2;537;353,12;183,88
7778;2022-01-28;P019;C0293;S019;PR09;4;313;199,86;113,14
7779;2024-12-10;P085;C0987;S020;PR05;7;240;194,18;45,82
7780;2025-07-07;P041;C0988;S010;PR05;3;446;228,53;217,47
7781;2023-08-14;P085;C0579;S006;PR04;6;332;276,53;55,47
7782;2024-02-24;P089;C0828;S002;PR05;7;734;515,08;218,92
7783;2023-09-12;P042;C0187;S003;PR01;2;483;331,03;151,97
7784;2023-08-09;P023;C0036;S015;PR10;3;601;486,91;114,09
7785;2024-09-28;P075;C0561;S010;PR10;9;596;337,84;258,16
7786;2022-07-03;P033;C0256;S017;PR06;1;271;155,32;115,68
7787;2024-11-12;P020;C0435;S007;PR04;8;714;575,52;138,48
7788;2022-05-09;P025;C0619;S002;PR04;1;131;108,12;22,88
7789;2022-10-18;P090;C0008;S007;PR05;3;783;621,1;161,9
7790;2023-05-16;P052;C0748;S015;PR01;6;310;159,48;150,52
7791;2022-07-05;P012;C0178;S003;PR04;8;299;217,74;81,26
7792;2023-04-24;P032;C0242;S005;PR10;7;313;205,92;107,08
7793;2023-05-07;P033;C0041;S008;PR03;3;534;417,98;116,02
7794;2023-05-28;P074;C0357;S004;PR05;6;198;109,96;88,04
7795;2024-12-26;P068;C0757;S018;PR10;1;208;171,0;37,0
7796;2023-04-12;P015;C0113;S019;PR05;8;187;115,45;71,55
7797;2022-10-12;P051;C0877;S008;PR08;9;73;44,76;28,24
7798;2023-08-24;P006;C0768;S006;PR01;9;597;335,78;261,22
7799;2025-12-11;P091;C0166;S005;PR03;4;646;324,57;321,43
7800;2025-01-28;P069;C0504;S005;PR05;4;335;204,17;130,83
7801;2022-07-08;P069;C0854;S017;PR03;7;290;160,05;129,95
7802;2024-09-15;P082;C0078;S006;PR06;7;745;564,97;180,03
7803;2024-06-08;P092;C0719;S013;PR10;6;449;343,41;105,59
7804;2023-01-23;P035;C0823;S009;PR03;7;641;506,25;134,75
7805;2022-08-29;P086;C0878;S012;PR06;1;202;101,38;100,62
7806;2023-02-21;P034;C0196;S010;PR08;9;279;173,82;105,18
7807;2022-06-25;P063;C0402;S001;PR04;6;43;21,59;21,41
7808;2023-01-22;P068;C0833;S011;PR08;8;870;589,6;280,4
7809;2024-05-02;P018;C0064;S006;PR07;5;113;92,45;20,55
7810;2025-06-10;P026;C0652;S003;PR04;7;275;176,76;98,24
7811;2023-10-25;P086;C0886;S006;PR03;3;233;187,75;45,25
7812;2023-03-28;P097;C0425;S009;PR05;1;890;740,17;149,83
7813;2022-10-04;P061;C0042;S008;PR05;7;515;300,38;214,62
7814;2025-06-06;P078;C0373;S015;PR07;5;59;29,71;29,29
7815;2025-04-09;P095;C0956;S006;PR01;1;814;617,7;196,3
7816;2022-08-01;P074;C0306;S011;PR09;9;482;338,68;143,32
7817;2025-07-29;P088;C0209;S010;PR02;9;455;282,78;172,22
7818;2022-02-10;P085;C0467;S011;PR09;6;568;357,08;210,92
7819;2025-02-19;P048;C0932;S004;PR09;9;788;416,33;371,67
7820;2025-06-04;P072;C0304;S013;PR03;7;735;591,58;143,42
7821;2022-10-21;P096;C0967;S008;PR07;8;924;540,28;383,72
7822;2023-08-23;P031;C0585;S020;PR03;2;230;122,82;107,18
7823;2025-07-14;P034;C0392;S015;PR08;2;933;721,06;211,94
7824;2023-06-25;P087;C0153;S007;PR08;4;142;95,11;46,89
7825;2023-03-27;P089;C0647;S001;PR03;1;826;633,55;192,45
7826;2024-12-20;P007;C0362;S009;PR05;8;478;389,88;88,12
7827;2025-03-16;P083;C0264;S008;PR07;5;990;627,41;362,59
7828;2024-02-29;P007;C0216;S002;PR01;7;305;158,31;146,69
7829;2022-11-30;P047;C0721;S014;PR03;2;295;173,65;121,35
7830;2024-06-09;P008;C0716;S012;PR01;5;263;136,2;126,8
7831;2025-03-11;P078;C0622;S017;PR02;9;781;431,27;349,73
7832;2022-02-13;P001;C0543;S019;PR07;9;162;129,14;32,86
7833;2022-05-24;P077;C0524;S006;PR07;2;780;647,01;132,99
7834;2022-11-29;P003;C0639;S005;PR03;2;339;249,82;89,18
7835;2024-09-24;P053;C0825;S006;PR06;5;394;297,92;96,08
7836;2025-11-20;P092;C0194;S003;PR06;3;940;710,66;229,34
7837;2022-02-24;P038;C0652;S016;PR02;1;452;245,51;206,49
7838;2025-08-23;P051;C0027;S018;PR09;1;598;308,86;289,14
7839;2024-05-19;P015;C0046;S014;PR08;5;141;104,97;36,03
7840;2025-12-17;P100;C0647;S015;PR02;3;254;130,33;123,67
7841;2025-12-11;P067;C0829;S004;PR04;9;813;637,48;175,52
7842;2024-03-07;P064;C0954;S011;PR09;3;448;316,69;131,31
7843;2022-11-21;P068;C0058;S005;PR04;3;751;405,34;345,66
7844;2022-03-21;P005;C0013;S009;PR07;3;145;105,96;39,04
7845;2024-11-20;P090;C0949;S005;PR05;1;793;564,78;228,22
7846;2024-09-11;P089;C0612;S007;PR10;3;769;485,78;283,22
7847;2025-02-09;P010;C0961;S018;PR06;5;563;442,63;120,37
7848;2023-07-12;P008;C0049;S018;PR01;8;222;134,67;87,33
7849;2024-05-14;P012;C0803;S020;PR04;7;992;627,21;364,79
7850;2023-12-18;P064;C0094;S002;PR05;4;292;217,19;74,81
7851;2023-04-17;P059;C0607;S013;PR06;4;193;147,3;45,7
7852;2022-03-15;P067;C0657;S013;PR06;4;840;500,43;339,57
7853;2023-08-12;P091;C0584;S017;PR05;8;257;130,01;126,99
7854;2025-11-11;P050;C0451;S017;PR03;8;887;498,23;388,77
7855;2023-07-18;P023;C0379;S006;PR02;2;919;544,16;374,84
7856;2025-12-27;P040;C0010;S014;PR07;7;481;392,86;88,14
7857;2025-12-06;P097;C0674;S014;PR01;5;129;104,85;24,15
7858;2023-04-12;P078;C0726;S012;PR05;2;431;315,17;115,83
7859;2023-08-22;P087;C0516;S005;PR04;3;90;67,34;22,66
7860;2024-09-18;P095;C0224;S005;PR07;7;675;484,27;190,73
7861;2024-01-07;P077;C0381;S004;PR02;6;737;569,49;167,51
7862;2024-09-20;P076;C0541;S013;PR08;6;376;234,22;141,78
7863;2022-09-05;P099;C0302;S004;PR09;7;442;305,58;136,42
7864;2025-02-17;P018;C0203;S018;PR10;6;260;191,03;68,97
7865;2022-03-08;P021;C0942;S016;PR01;2;622;412,98;209,02
7866;2023-07-27;P001;C0589;S018;PR05;8;689;530,83;158,17
7867;2025-09-12;P038;C0571;S002;PR04;7;738;609,89;128,11
7868;2023-12-04;P041;C0957;S004;PR05;6;588;430,61;157,39
7869;2023-04-15;P042;C0196;S020;PR09;5;587;308,84;278,16
7870;2023-05-08;P009;C0322;S017;PR03;6;698;498,08;199,92
7871;2023-10-25;P023;C0418;S020;PR01;3;146;108,58;37,42
7872;2022-10-13;P078;C0619;S006;PR03;2;445;266,62;178,38
7873;2022-11-08;P011;C0342;S018;PR04;9;549;336,33;212,67
7874;2022-11-05;P071;C0389;S020;PR02;1;94;66,59;27,41
7875;2024-02-14;P031;C0009;S007;PR01;2;297;222,0;75,0
7876;2025-01-25;P088;C0532;S013;PR01;1;513;412,97;100,03
7877;2024-08-22;P026;C0149;S009;PR08;8;407;312,12;94,88
7878;2025-02-10;P030;C0383;S002;PR04;4;790;432,04;357,96
7879;2023-04-01;P034;C0529;S008;PR02;6;976;606,91;369,09
7880;2022-05-12;P046;C0012;S014;PR10;5;555;306,4;248,6
7881;2024-07-18;P069;C0476;S018;PR03;8;481;367,93;113,07
7882;2024-08-22;P005;C0594;S001;PR08;7;327;194,0;133,0
7883;2024-07-17;P061;C0579;S009;PR06;1;598;324,85;273,15
7884;2022-05-01;P083;C0645;S009;PR08;8;142;75,78;66,22
7885;2025-05-05;P038;C0956;S002;PR10;4;306;165,26;140,74
7886;2023-09-26;P028;C0053;S016;PR05;7;72;42,23;29,77
7887;2024-06-15;P026;C0436;S004;PR03;3;464;359,05;104,95
7888;2024-02-11;P061;C0206;S013;PR06;2;140;81,65;58,35
7889;2024-11-28;P023;C0944;S017;PR10;1;717;429,11;287,89
7890;2023-07-20;P046;C0986;S011;PR08;5;438;354,01;83,99
7891;2023-05-27;P030;C0915;S002;PR05;3;818;535,63;282,37
7892;2025-03-30;P067;C0745;S004;PR05;3;972;659,1;312,9
7893;2022-10-16;P092;C0913;S012;PR03;8;775;388,24;386,76
7894;2022-07-19;P033;C0054;S002;PR03;1;95;50,23;44,77
7895;2023-06-12;P003;C0999;S001;PR08;2;925;702,27;222,73
7896;2024-07-05;P069;C0580;S006;PR01;1;103;63,52;39,48
7897;2025-06-25;P083;C0490;S016;PR04;7;933;515,33;417,67
7898;2025-11-07;P042;C0803;S002;PR09;4;895;581,82;313,18
7899;2025-05-26;P062;C0344;S014;PR06;3;843;434,81;408,19
7900;2025-01-15;P058;C0169;S020;PR06;3;823;615,84;207,16
7901;2025-01-10;P057;C0909;S012;PR10;3;326;172,15;153,85
7902;2024-12-21;P001;C0161;S019;PR07;2;464;240,91;223,09
7903;2024-03-09;P073;C0527;S003;PR07;5;678;438,6;239,4
7904;2024-12-01;P060;C0703;S019;PR06;1;356;251,15;104,85
7905;2022-01-12;P069;C0527;S011;PR09;5;891;683,72;207,28
7906;2024-04-12;P059;C0287;S004;PR08;8;400;209,93;190,07
7907;2024-04-20;P046;C0875;S017;PR08;7;926;571,52;354,48
